Episode,AgentID,FinalX,FinalY,TotalReward,FoodCollected,CollisionCount,EpisodeLength,RandomActions,GreedyActions
30,1,3,1,45,23,2,200,50,150
30,2,9,7,16,20,1,200,36,164
31,0,2,3,108,28,0,200,42,158
31,1,9,8,119,29,0,200,47,153
31,2,4,6,75,25,0,200,35,165
32,0,5,4,103,29,4,200,45,155
32,1,2,7,122,30,2,200,35,165
32,2,5,2,23,21,2,200,42,158
33,0,8,7,129,31,3,200,40,160
33,1,9,0,119,29,0,200,38,162
33,2,3,6,118,30,3,200,42,158
34,0,3,4,-112,12,11,200,37,163
34,1,0,5,89,31,13,200,45,155
34,2,7,2,-69,17,14,200,39,161
35,0,3,8,130,30,0,200,54,146
35,1,6,8,89,27,2,200,36,164
35,2,9,1,23,21,2,200,43,157
36,0,4,1,206,38,3,200,35,165
36,1,1,8,49,23,1,200,38,162
36,2,6,6,103,29,4,200,31,169
37,0,3,2,85,27,3,200,44,156
37,1,5,3,33,23,5,200,35,165
37,2,7,5,89,27,2,200,45,155
38,0,7,8,-25,17,3,200,38,162
38,1,3,4,143,33,5,200,53,147
38,2,1,0,1,19,2,200,50,150
39,0,1,1,91,29,7,200,40,160
39,1,5,0,105,31,9,200,48,152
39,2,3,7,67,25,2,200,32,168
40,0,1,2,126,30,1,200,36,164
40,1,9,1,196,36,0,200,33,167
40,2,3,9,71,25,1,200,43,157
41,0,2,9,181,35,1,200,53,147
41,1,6,3,184,36,3,200,47,153
41,2,7,4,37,23,4,200,40,160
42,0,8,8,-54,14,2,200,43,157
42,1,7,3,133,31,2,200,40,160
42,2,4,7,100,28,2,200,32,168
43,0,9,7,5,19,1,200,48,152
43,1,1,5,86,26,0,200,41,159
43,2,8,4,148,32,1,200,37,163
44,0,5,1,203,37,1,200,37,163
44,1,8,8,206,38,3,200,47,153
44,2,7,1,188,36,2,200,37,163
45,0,4,0,71,25,1,200,29,171
45,1,1,6,-52,16,7,200,40,160
45,2,6,5,62,26,6,200,35,165
46,0,7,7,73,27,6,200,39,161
46,1,4,1,108,32,11,200,41,159
46,2,4,5,-103,15,17,200,30,170
47,0,4,5,170,34,1,200,49,151
47,1,1,5,71,25,1,200,46,154
47,2,8,7,141,31,0,200,42,158
48,0,9,6,53,23,0,200,34,166
48,1,2,8,38,22,1,200,43,157
48,2,8,8,49,23,1,200,37,163
49,0,7,3,206,38,3,200,43,157
49,1,9,3,179,37,7,200,41,159
49,2,4,5,94,30,9,200,39,161
50,0,9,3,33,23,5,200,36,164
50,1,5,1,155,33,2,200,33,167
50,2,0,4,47,25,7,200,54,146
51,0,7,5,143,33,5,200,44,156
51,1,0,5,205,39,6,200,34,166
51,2,0,9,148,32,1,200,29,171
52,0,7,4,297,47,5,200,43,157
52,1,7,3,65,27,8,200,37,163
52,2,7,9,74,26,3,200,42,158
53,0,6,6,235,41,4,200,36,164
53,1,7,0,81,27,4,200,40,160
53,2,7,7,1,19,2,200,52,148
54,0,8,5,59,25,4,200,38,162
54,1,9,0,122,30,2,200,49,151
54,2,2,8,59,25,4,200,45,155
55,0,4,0,169,35,4,200,38,162
55,1,2,6,44,24,5,200,53,147
55,2,8,8,80,28,7,200,42,158
56,0,8,1,117,31,6,200,42,158
56,1,2,5,-66,14,5,200,46,154
56,2,1,0,184,36,3,200,39,161
57,0,6,2,117,31,6,200,39,161
57,1,5,2,52,24,3,200,44,156
57,2,9,6,14,22,7,200,30,170
58,0,7,6,383,53,0,200,34,166
58,1,4,2,215,41,9,200,39,161
58,2,8,6,17,23,9,200,35,165
59,0,3,5,74,26,3,200,38,162
59,1,6,1,52,24,3,200,41,159
59,2,9,3,130,30,0,200,38,162
60,0,8,1,102,30,7,200,38,162
60,1,3,5,27,21,1,200,45,155
60,2,9,8,-48,16,6,200,43,157
61,0,5,5,342,50,2,200,34,166
61,1,3,9,152,32,0,200,47,153
61,2,5,4,100,28,2,200,39,161
62,0,2,4,151,33,3,200,44,156
62,1,2,7,96,28,3,200,40,160
62,2,7,2,53,23,0,200,41,159
63,0,1,5,201,39,7,200,41,159
63,1,6,2,198,38,5,200,31,169
63,2,8,5,150,34,6,200,39,161
64,0,6,5,280,44,1,200,39,161
64,1,1,5,42,22,0,200,45,155
64,2,4,8,258,42,1,200,35,165
65,0,7,2,221,39,2,200,38,162
65,1,8,2,88,28,5,200,46,154
65,2,8,5,52,24,3,200,45,155
66,0,9,3,-8,20,7,200,31,169
66,1,7,5,139,33,6,200,36,164
66,2,9,5,-24,20,11,200,40,160
67,0,6,8,151,33,3,200,37,163
67,1,2,6,174,34,0,200,44,156
67,2,7,2,184,36,3,200,46,154
68,0,7,7,196,36,0,200,33,167
68,1,2,2,302,46,1,200,34,166
68,2,6,4,170,34,1,200,43,157
69,0,8,3,228,40,3,200,41,159
69,1,7,6,225,39,1,200,46,154
69,2,9,9,199,37,2,200,33,167
70,0,3,9,185,35,0,200,41,159
70,1,4,3,141,31,0,200,39,161
70,2,8,7,119,29,0,200,49,151
71,0,5,5,104,28,1,200,40,160
71,1,8,3,122,30,2,200,34,166
71,2,2,9,71,25,1,200,34,166
72,0,8,1,196,36,0,200,41,159
72,1,3,0,221,39,2,200,39,161
72,2,4,9,232,40,2,200,34,166
73,0,7,7,85,31,14,200,33,167
73,1,1,1,148,32,1,200,38,162
73,2,6,2,-73,17,15,200,41,159
74,0,9,7,86,26,0,200,31,169
74,1,8,7,26,22,4,200,43,157
74,2,5,8,169,35,4,200,25,175
75,0,0,1,247,41,1,200,34,166
75,1,5,4,152,32,0,200,43,157
75,2,0,2,181,35,1,200,44,156
76,0,5,4,56,28,13,200,44,156
76,1,7,0,220,40,5,200,48,152
76,2,2,8,71,29,12,200,39,161
77,0,3,5,-37,21,17,200,48,152
77,1,3,6,89,31,13,200,47,153
77,2,4,2,-6,22,12,200,36,164
78,0,6,4,93,27,1,200,43,157
78,1,3,3,53,23,0,200,30,170
78,2,2,4,-28,16,1,200,42,158
79,0,6,3,105,31,9,200,34,166
79,1,2,4,9,23,11,200,38,162
79,2,8,8,59,25,4,200,46,154
80,0,9,2,155,33,2,200,42,158
80,1,1,4,125,31,4,200,38,162
80,2,4,8,-4,20,6,200,43,157
81,0,9,2,186,38,8,200,27,173
81,1,5,2,76,28,8,200,38,162
81,2,0,9,207,37,0,200,54,146
82,0,7,3,9,19,0,200,37,163
82,1,4,6,118,30,3,200,40,160
82,2,9,7,-14,18,3,200,40,160
83,0,8,1,284,44,0,200,33,167
83,1,2,7,188,36,2,200,39,161
83,2,7,1,122,30,2,200,37,163
84,0,8,2,66,26,5,200,38,162
84,1,5,5,172,36,6,200,39,161
84,2,7,1,85,27,3,200,36,164
85,0,5,1,174,34,0,200,38,162
85,1,2,5,74,26,3,200,42,158
85,2,7,3,272,44,3,200,39,161
86,0,9,0,137,31,1,200,33,167
86,1,2,4,141,31,0,200,35,165
86,2,5,5,335,49,1,200,45,155
87,0,7,3,269,43,1,200,47,153
87,1,3,8,163,33,0,200,39,161
87,2,9,1,104,28,1,200,42,158
88,0,0,2,119,33,11,200,32,168
88,1,3,6,157,35,7,200,45,155
88,2,6,9,142,34,8,200,42,158
89,0,1,2,171,37,9,200,42,158
89,1,0,3,270,46,9,200,35,165
89,2,8,3,64,24,0,200,42,158
90,0,4,2,54,26,8,200,46,154
90,1,0,3,-15,23,17,200,39,161
90,2,5,5,144,36,13,200,48,152
91,0,2,3,-63,15,7,200,40,160
91,1,1,0,220,40,5,200,42,158
91,2,5,2,201,39,7,200,37,163
92,0,5,1,13,23,10,200,40,160
92,1,2,3,-109,13,13,200,49,151
92,2,3,0,58,26,7,200,40,160
93,0,9,8,95,33,17,200,43,157
93,1,9,7,107,37,25,200,43,157
93,2,7,8,211,41,10,200,36,164
94,0,0,3,69,27,7,200,44,156
94,1,7,3,46,26,10,200,53,147
94,2,3,8,140,32,3,200,34,166
95,0,7,4,158,34,4,200,49,151
95,1,5,4,126,30,1,200,39,161
95,2,9,9,184,36,3,200,34,166
96,0,3,1,-50,14,1,200,36,164
96,1,5,2,16,20,1,200,44,156
96,2,5,4,185,35,0,200,45,155
97,0,9,0,120,32,8,200,35,165
97,1,0,2,-19,19,7,200,49,151
97,2,4,9,289,47,7,200,39,161
98,0,1,1,309,47,2,200,34,166
98,1,3,9,107,29,3,200,40,160
98,2,4,7,60,24,1,200,47,153
99,0,9,0,305,47,3,200,32,168
99,1,0,7,159,33,1,200,43,157
99,2,6,4,221,39,2,200,54,146
100,0,4,2,191,37,4,200,54,146
100,1,3,0,84,28,6,200,46,154
100,2,8,8,142,34,8,200,45,155
101,0,4,8,248,44,9,200,38,162
101,1,2,2,68,28,10,200,35,165
101,2,5,4,198,38,5,200,36,164
102,0,7,1,86,30,11,200,40,160
102,1,7,8,72,28,9,200,46,154
102,2,1,7,386,54,2,200,41,159
103,0,2,4,240,40,0,200,37,163
103,1,6,4,19,21,3,200,39,161
103,2,6,3,96,28,3,200,44,156
104,0,6,2,63,25,3,200,51,149
104,1,6,8,214,38,1,200,45,155
104,2,1,7,210,38,2,200,31,169
105,0,5,1,126,30,1,200,39,161
105,1,5,5,140,32,3,200,47,153
105,2,3,9,180,36,4,200,39,161
106,0,6,4,139,33,6,200,46,154
106,1,9,2,11,21,5,200,45,155
106,2,0,9,192,36,1,200,38,162
107,0,5,1,135,33,7,200,34,166
107,1,7,2,217,39,3,200,28,172
107,2,3,8,268,44,4,200,38,162
108,0,1,1,30,26,14,200,34,166
108,1,7,2,-40,20,15,200,35,165
108,2,4,8,156,40,21,200,43,157
109,0,7,2,339,49,0,200,41,159
109,1,4,4,-35,15,0,200,25,175
109,2,1,0,64,24,0,200,49,151
110,0,6,6,134,34,10,200,47,153
110,1,2,7,-80,16,14,200,42,158
110,2,8,4,293,47,6,200,37,163
111,0,6,5,323,49,4,200,46,154
111,1,1,7,284,44,0,200,38,162
111,2,6,6,114,30,4,200,32,168
112,0,9,7,70,30,15,200,40,160
112,1,7,5,119,33,11,200,34,166
112,2,0,9,146,38,18,200,42,158
113,0,4,0,-74,14,7,200,41,159
113,1,1,8,48,24,4,200,42,158
113,2,4,4,190,38,7,200,43,157
114,0,7,1,60,32,23,200,33,167
114,1,8,4,159,41,23,200,40,160
114,2,7,8,295,45,0,200,38,162
115,0,9,4,97,27,0,200,38,162
115,1,2,3,71,25,1,200,41,159
115,2,5,0,126,30,1,200,44,156
116,0,8,0,236,40,1,200,47,153
116,1,7,5,110,30,5,200,49,151
116,2,1,8,172,36,6,200,43,157
117,0,4,2,126,30,1,200,47,153
117,1,7,9,192,36,1,200,40,160
117,2,2,9,89,27,2,200,36,164
118,0,0,0,-11,19,5,200,41,159
118,1,1,8,-106,10,4,200,38,162
118,2,8,1,-121,9,5,200,39,161
119,0,4,7,59,25,4,200,41,159
119,1,4,2,121,31,5,200,36,164
119,2,5,4,118,30,3,200,53,147
120,0,5,4,-94,14,12,200,35,165
120,1,5,0,-54,18,13,200,47,153
120,2,8,0,308,48,5,200,38,162
121,0,3,6,196,40,11,200,44,156
121,1,7,1,108,32,11,200,36,164
121,2,6,8,229,39,0,200,33,167
122,0,4,9,71,25,1,200,46,154
122,1,2,6,-35,15,0,200,44,156
122,2,5,5,82,26,1,200,45,155
123,0,5,1,258,42,1,200,42,158
123,1,6,4,-10,18,2,200,43,157
123,2,8,0,236,40,1,200,40,160
124,0,0,6,-36,20,14,200,34,166
124,1,2,5,107,33,14,200,44,156
124,2,6,2,229,39,0,200,45,155
125,0,7,9,-22,22,16,200,51,149
125,1,0,2,92,28,4,200,44,156
125,2,4,6,60,28,12,200,40,160
126,0,0,8,101,35,21,200,40,160
126,1,3,3,232,44,13,200,35,165
126,2,9,6,10,22,8,200,45,155
127,0,8,7,196,36,0,200,38,162
127,1,8,2,152,32,0,200,39,161
127,2,8,0,141,31,0,200,47,153
128,0,3,0,108,28,0,200,43,157
128,1,2,5,108,28,0,200,42,158
128,2,5,4,31,21,0,200,38,162
129,0,1,4,183,37,6,200,44,156
129,1,5,0,236,40,1,200,39,161
129,2,5,8,223,41,7,200,54,146
130,0,0,3,115,29,1,200,40,160
130,1,5,4,93,27,1,200,34,166
130,2,6,2,130,30,0,200,43,157
131,0,9,1,228,40,3,200,41,159
131,1,2,7,163,33,0,200,38,162
131,2,6,1,294,46,3,200,34,166
132,0,4,0,99,29,5,200,41,159
132,1,9,9,194,38,6,200,41,159
132,2,7,5,118,30,3,200,42,158
133,0,4,5,41,27,14,200,57,143
133,1,5,4,25,23,7,200,37,163
133,2,6,6,79,29,10,200,56,144
134,0,8,1,86,30,11,200,43,157
134,1,0,7,152,36,11,200,53,147
134,2,9,3,297,47,5,200,49,151
135,0,3,6,47,25,7,200,44,156
135,1,1,5,56,28,13,200,38,162
135,2,1,2,277,47,10,200,38,162
136,0,7,8,253,43,5,200,41,159
136,1,1,1,51,25,6,200,42,158
136,2,9,3,423,57,1,200,34,166
137,0,9,3,25,23,7,200,43,157
137,1,3,3,-19,19,7,200,32,168
137,2,4,5,207,37,0,200,41,159
138,0,0,6,51,29,17,200,43,157
138,1,5,1,-54,14,2,200,35,165
138,2,2,7,-78,18,19,200,34,166
139,0,4,0,196,36,0,200,37,163
139,1,1,9,136,32,4,200,44,156
139,2,7,4,-29,17,4,200,38,162
140,0,4,9,115,33,12,200,34,166
140,1,2,0,8,24,14,200,44,156
140,2,6,5,132,36,16,200,37,163
141,0,7,1,44,24,5,200,33,167
141,1,0,7,39,25,9,200,30,170
141,2,6,2,128,32,6,200,55,145
142,0,8,3,-68,16,11,200,52,148
142,1,0,3,262,42,0,200,42,158
142,2,5,8,141,35,11,200,50,150
143,0,5,5,141,31,0,200,36,164
143,1,4,5,53,23,0,200,42,158
143,2,9,0,108,28,0,200,37,163
144,0,6,3,42,26,11,200,36,164
144,1,3,3,-16,20,9,200,42,158
144,2,8,9,91,33,18,200,40,160
145,0,1,4,278,46,7,200,35,165
145,1,1,7,140,32,3,200,42,158
145,2,2,8,48,24,4,200,40,160
146,0,2,3,7,21,6,200,47,153
146,1,1,2,125,31,4,200,45,155
146,2,3,4,293,47,6,200,38,162
147,0,5,1,-36,20,14,200,41,159
147,1,6,8,97,31,11,200,35,165
147,2,5,8,246,42,4,200,49,151
148,0,7,7,164,36,8,200,34,166
148,1,6,0,14,22,7,200,39,161
148,2,5,4,232,40,2,200,42,158
149,0,5,0,338,50,3,200,38,162
149,1,5,3,148,36,12,200,46,154
149,2,7,6,262,46,11,200,39,161
150,0,3,4,148,40,23,200,27,173
150,1,2,9,134,34,10,200,52,148
150,2,7,9,70,30,15,200,35,165
151,0,3,4,151,37,14,200,36,164
151,1,0,3,-66,18,16,200,39,161
151,2,2,8,311,49,7,200,41,159
152,0,1,3,87,29,8,200,46,154
152,1,0,3,102,30,7,200,37,163
152,2,9,4,173,35,3,200,42,158
153,0,5,5,106,34,17,200,45,155
153,1,1,7,51,29,17,200,53,147
153,2,9,5,119,33,11,200,40,160
154,0,8,1,124,32,7,200,45,155
154,1,1,5,59,29,15,200,49,151
154,2,4,9,207,41,11,200,44,156
155,0,6,2,313,51,12,200,33,167
155,1,7,3,188,40,13,200,50,150
155,2,2,5,137,31,1,200,48,152
156,0,2,5,218,42,11,200,38,162
156,1,1,3,333,51,7,200,37,163
156,2,9,9,197,39,8,200,42,158
157,0,0,1,243,41,2,200,37,163
157,1,1,3,49,23,1,200,37,163
157,2,7,1,283,45,3,200,46,154
158,0,3,9,161,35,6,200,43,157
158,1,2,6,20,20,0,200,36,164
158,2,8,5,106,30,6,200,42,158
159,0,4,7,141,31,0,200,38,162
159,1,8,6,224,40,4,200,36,164
159,2,5,8,81,27,4,200,35,165
160,0,7,1,191,37,4,200,41,159
160,1,4,1,71,29,12,200,43,157
160,2,9,9,208,40,8,200,45,155
161,0,1,4,174,34,0,200,41,159
161,1,6,0,41,23,3,200,34,166
161,2,8,3,261,43,3,200,42,158
162,0,0,3,170,34,1,200,47,153
162,1,4,8,64,28,11,200,37,163
162,2,9,7,159,37,12,200,39,161
163,0,4,3,168,36,7,200,46,154
163,1,8,8,-31,19,10,200,47,153
163,2,9,3,226,42,9,200,39,161
164,0,4,6,115,29,1,200,33,167
164,1,1,7,95,29,6,200,38,162
164,2,5,8,124,32,7,200,35,165
165,0,8,8,-105,9,1,200,38,162
165,1,5,7,23,21,2,200,38,162
165,2,3,0,-116,8,1,200,33,167
166,0,0,2,80,28,7,200,36,164
166,1,1,7,-37,17,6,200,46,154
166,2,7,8,151,33,3,200,50,150
167,0,6,5,153,35,8,200,39,161
167,1,0,7,40,24,6,200,44,156
167,2,4,5,225,43,12,200,38,162
168,0,5,2,269,43,1,200,30,170
168,1,6,0,122,34,13,200,34,166
168,2,5,5,181,39,12,200,47,153
169,0,6,6,223,41,7,200,40,160
169,1,8,2,18,22,6,200,46,154
169,2,4,7,135,33,7,200,43,157
170,0,2,1,199,37,2,200,45,155
170,1,0,7,-43,15,2,200,41,159
170,2,7,0,207,37,0,200,29,171
171,0,5,2,134,34,10,200,46,154
171,1,6,9,22,26,16,200,36,164
171,2,5,3,76,28,8,200,41,159
172,0,7,6,254,42,2,200,37,163
172,1,7,1,314,50,9,200,37,163
172,2,1,9,262,46,11,200,40,160
173,0,2,5,77,27,5,200,45,155
173,1,4,1,45,23,2,200,34,166
173,2,6,4,33,23,5,200,48,152
174,0,1,3,209,39,5,200,55,145
174,1,1,0,36,24,7,200,42,158
174,2,8,6,133,31,2,200,29,171
175,0,0,1,215,41,9,200,32,168
175,1,6,9,80,28,7,200,46,154
175,2,5,8,51,25,6,200,44,156
176,0,2,3,132,32,5,200,39,161
176,1,4,0,165,35,5,200,44,156
176,2,7,8,153,35,8,200,52,148
177,0,4,1,147,33,4,200,42,158
177,1,2,9,40,24,6,200,44,156
177,2,1,8,56,24,2,200,41,159
178,0,3,4,149,35,9,200,47,153
178,1,2,3,47,29,18,200,36,164
178,2,5,7,337,55,17,200,50,150
179,0,8,3,-85,17,18,200,39,161
179,1,6,1,91,33,18,200,45,155
179,2,5,6,265,43,2,200,37,163
180,0,4,2,143,33,5,200,37,163
180,1,5,2,187,37,5,200,39,161
180,2,5,8,298,46,2,200,38,162
181,0,5,2,253,43,5,200,27,173
181,1,0,9,77,27,5,200,36,164
181,2,8,2,427,57,0,200,43,157
182,0,1,3,12,20,2,200,51,149
182,1,7,4,195,37,3,200,36,164
182,2,5,3,104,28,1,200,41,159
183,0,9,7,196,36,0,200,42,158
183,1,2,1,284,44,0,200,49,151
183,2,4,9,229,39,0,200,36,164
184,0,0,2,306,46,0,200,51,149
184,1,2,4,290,46,4,200,55,145
184,2,6,8,246,42,4,200,42,158
185,0,0,1,29,23,6,200,47,153
185,1,1,2,18,22,6,200,31,169
185,2,4,3,181,39,12,200,33,167
186,0,2,6,150,34,6,200,42,158
186,1,2,7,-89,13,8,200,43,157
186,2,7,4,100,28,2,200,45,155
187,0,5,2,-19,23,18,200,36,164
187,1,8,5,53,27,11,200,44,156
187,2,9,6,147,37,15,200,44,156
188,0,9,5,50,26,9,200,38,162
188,1,0,6,86,30,11,200,49,151
188,2,2,4,56,24,2,200,48,152
189,0,5,1,371,53,3,200,39,161
189,1,0,4,185,35,0,200,36,164
189,2,5,5,316,48,3,200,35,165
190,0,8,6,-13,21,11,200,37,163
190,1,4,2,115,33,12,200,33,167
190,2,9,3,259,45,9,200,51,149
191,0,5,3,58,26,7,200,59,141
191,1,9,1,199,37,2,200,37,163
191,2,9,3,347,53,9,200,45,155
192,0,4,3,111,29,2,200,44,156
192,1,0,3,129,31,3,200,48,152
192,2,9,5,335,49,1,200,34,166
193,0,2,0,133,31,2,200,38,162
193,1,0,3,34,22,2,200,40,160
193,2,6,5,86,26,0,200,40,160
194,0,2,5,225,39,1,200,45,155
194,1,6,1,125,31,4,200,42,158
194,2,5,4,213,39,4,200,50,150
195,0,7,6,-147,11,17,200,49,151
195,1,6,9,-53,17,10,200,28,172
195,2,0,1,91,29,7,200,52,148
196,0,8,1,247,41,1,200,37,163
196,1,4,6,102,30,7,200,30,170
196,2,5,7,131,33,8,200,41,159
197,0,1,1,-140,16,29,200,38,162
197,1,2,3,-76,20,24,200,37,163
197,2,3,1,218,42,11,200,38,162
198,0,7,1,45,23,2,200,41,159
198,1,2,3,-1,21,8,200,40,160
198,2,6,4,244,44,10,200,38,162
199,0,5,2,-37,21,17,200,42,158
199,1,6,1,-6,22,12,200,32,168
199,2,1,5,-30,18,7,200,38,162
200,0,5,3,228,40,3,200,45,155
200,1,3,6,272,44,3,200,45,155
200,2,7,4,287,45,2,200,40,160
